PeakID (cmd=annotatePeaks.pl ESR1_T2E.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_1166	chr12	102942154	102942850	+	485.97	NA	Intergenic	NA	-68161	NM_001111283	3479	Hs.160562	NM_000618	ENSG00000017427	IGF1	IGF|IGF-I|IGFI|MGF	insulin like growth factor 1	protein-coding
MACS_peak_2454	chr19	5021010	5021603	+	485.79	NA	intron (NM_001370094, intron 2 of 10)	NA	52182	NM_001370093	23030	Hs.654816	NM_015015	ENSG00000127663	KDM4B	JMJD2B|TDRD14B	lysine demethylase 4B	protein-coding
MACS_peak_2582	chr19	47406538	47407034	+	485.04	NA	intron (NM_004491, intron 1 of 6)	NA	42532	NM_004491	2909	Hs.509447	NM_004491	ENSG00000160007	ARHGAP35	GRF-1|GRLF1|P190-A|P190A|p190ARhoGAP|p190RhoGAP	Rho GTPase activating protein 35	protein-coding
MACS_peak_2442	chr19	3737109	3737559	+	485.03	NA	intron (NM_001267561, intron 11 of 20)	NA	-5482	NR_031672	100302233		NR_031672	ENSG00000221641	MIR1268A	MIR1268|MIRN1268|hsa-mir-1268|hsa-mir-1268a	microRNA 1268a	ncRNA
MACS_peak_4394	chr6	88283740	88284511	+	483.18	NA	intron (NR_146756, intron 1 of 19)	NA	15580	NM_020320	57038	Hs.485910	NM_020320	ENSG00000146282	RARS2	ArgRS|DALRD2|PCH6|PRO1992|RARSL	arginyl-tRNA synthetase 2, mitochondrial	protein-coding
MACS_peak_3705	chr3	129690198	129690900	+	482.97	NA	Intergenic	NA	-3014	NM_007117	7200	Hs.182231	NM_007117	ENSG00000170893	TRH	Pro-TRH|TRF	thyrotropin releasing hormone	protein-coding
MACS_peak_5028	chr9	35517546	35518445	+	482.57	NA	intron (NM_001330740, intron 1 of 10)	NA	-20634	NM_001135999	9853	Hs.493796	NM_014806	ENSG00000198853	RUSC2	Iporin|MRT61	RUN and SH3 domain containing 2	protein-coding
MACS_peak_1095	chr12	52597096	52597957	+	482.12	NA	Intergenic	NA	7113	NM_001242696	283403	Hs.667179	NM_001242696		C12orf80	-	chromosome 12 open reading frame 80	protein-coding
MACS_peak_4083	chr5	55724876	55725684	+	481.93	NA	Intergenic	NA	52316	NR_104664	102467147	Hs.650177	NR_104664	ENSG00000248727	LINC01948	-	long intergenic non-protein coding RNA 1948	ncRNA
MACS_peak_4058	chr5	35205512	35206294	+	481.70	NA	intron (NM_000949, intron 1 of 9)	NA	24686	NM_000949	5618	Hs.368587	NM_000949	ENSG00000113494	PRLR	HPRL|MFAB|RI-PRLR|hPRLrI	prolactin receptor	protein-coding
MACS_peak_1924	chr16	30086138	30087148	+	481.54	NA	promoter-TSS (NM_001303507)	NA	-672	NM_001303504	5531	Hs.534338	NM_002720	ENSG00000149923	PPP4C	PP-X|PP4|PP4C|PPH3|PPP4|PPX	protein phosphatase 4 catalytic subunit	protein-coding
MACS_peak_1107	chr12	54376815	54377591	+	480.32	NA	TTS (NR_047506)	NA	-1727	NM_017409	3226	Hs.44276	NM_017409	ENSG00000180818	HOXC10	HOX3I	homeobox C10	protein-coding
MACS_peak_3276	chr21	39140195	39140935	+	480.08	NA	intron (NM_002240, intron 2 of 3)	NA	148195	NM_002240	3763	Hs.626242	NM_002240	ENSG00000157542	KCNJ6	BIR1|GIRK-2|GIRK2|KATP-2|KATP2|KCNJ7|KIR3.2|KPLBS|hiGIRK2	potassium voltage-gated channel subfamily J member 6	protein-coding
MACS_peak_4445	chr6	134438368	134438789	+	479.38	NA	intron (NR_037938, intron 1 of 1)	NA	240	NR_037938	387065	Hs.571061	NR_037938		HMGA1P7	HMGA1L7	high mobility group AT-hook 1 pseudogene 7	pseudo
MACS_peak_3251	chr21	30758253	30758843	+	479.06	NA	Intergenic	NA	13727	NR_046564	100874322	Hs.326404	NR_046564		BACH1-IT2	-	BACH1 intronic transcript 2	ncRNA
MACS_peak_372	chr1	204349397	204350632	+	478.38	NA	Intergenic	NA	-11167	NR_027022	127841	Hs.213144	NR_027022	ENSG00000280924	LINC00628	-	long intergenic non-protein coding RNA 628	ncRNA
MACS_peak_444	chr10	1310884	1311466	+	478.22	NA	intron (NM_018702, intron 4 of 9)	NA	105467	NR_015376	399706	Hs.721191	NM_001010910	ENSG00000229205	LINC00200	C10orf139|NCRNA00200	long intergenic non-protein coding RNA 200	ncRNA
MACS_peak_1858	chr16	2768844	2769760	+	478.14	NA	intron (NM_031948, intron 1 of 5)	NA	923	NM_001318395	83886	Hs.332878	NM_031948	ENSG00000172382	PRSS27	CAPH2|MPN	serine protease 27	protein-coding
MACS_peak_2995	chr2	232572182	232572915	+	477.84	NA	promoter-TSS (NM_002823)	NA	-687	NM_001099285	5757	Hs.459927	NM_002823	ENSG00000187514	PTMA	TMSA	prothymosin alpha	protein-coding
MACS_peak_3066	chr20	30260294	30260803	+	477.67	NA	intron (NR_134257, intron 1 of 2)	NA	34833	NM_032609	84701	Hs.277101	NM_032609	ENSG00000131055	COX4I2	COX4|COX4-2|COX4B|COX4L2|COXIV-2|dJ857M17.2	cytochrome c oxidase subunit 4I2	protein-coding
MACS_peak_3825	chr3	195873752	195874481	+	476.46	NA	intron (NR_034088, intron 2 of 2)	NA	4609	NR_034088	401109	Hs.280133	NM_001001699	ENSG00000224652	LINC00885	-	long intergenic non-protein coding RNA 885	ncRNA
MACS_peak_1405	chr14	56206909	56208131	+	476.08	NA	Intergenic	NA	-25443	NR_004844	645683	Hs.663461	NR_004844	ENSG00000177350	RPL13AP3	RPL13A_11_1370	ribosomal protein L13a pseudogene 3	pseudo
MACS_peak_603	chr10	76586451	76587006	+	475.55	NA	intron (NM_001370142, intron 1 of 16)	NA	370	NM_001370135	23522	Hs.35758	NM_012330	ENSG00000156650	KAT6B	GTPTS|MORF|MOZ2|MYST4|ZC2HC6B|qkf|querkopf	lysine acetyltransferase 6B	protein-coding
MACS_peak_4087	chr5	58675872	58677279	+	474.99	NA	intron (NM_001349243, intron 4 of 16)	NA	-23779	NM_001197219	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
MACS_peak_790	chr11	15636908	15637469	+	473.65	NA	Intergenic	NA	-28243	NM_001293172	102724957	Hs.512245	NM_001293172		LOC102724957	-	uncharacterized LOC102724957	protein-coding
MACS_peak_2487	chr19	16086263	16087124	+	472.87	NA	Intergenic	NA	26875	NM_001004465	126541	Hs.553579	NM_001004465	ENSG00000176231	OR10H4	OR19-28	olfactory receptor family 10 subfamily H member 4	protein-coding
MACS_peak_5309	chrX	67682039	67682633	+	472.65	NA	Intergenic	NA	-28999	NM_002547	4983	Hs.128824	NM_002547	ENSG00000079482	OPHN1	ARHGAP41|MRX60|OPN1	oligophrenin 1	protein-coding
MACS_peak_5265	chrX	16635211	16636028	+	472.26	NA	intron (NM_001144002, intron 15 of 18)	NA	9589	NR_039762	100616428		NR_039762	ENSG00000265144	MIR548AM	-	microRNA 548am	ncRNA
MACS_peak_4128	chr5	99982991	99983907	+	471.62	NA	Intergenic	NA	112371	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	family with sequence similarity 174 member A	protein-coding
MACS_peak_2437	chr19	3384815	3385430	+	470.02	NA	intron (NM_001245005, intron 2 of 9)	NA	18541	NM_001245004	4782	Hs.170131	NM_005597	ENSG00000141905	NFIC	CTF|CTF5|NF-I|NFI	nuclear factor I C	protein-coding
MACS_peak_1914	chr16	23551323	23552074	+	469.49	NA	intron (NM_001083614, intron 3 of 8)	NA	16973	NM_001083614	124454	Hs.620541	NM_001083614	ENSG00000103356	EARS2	COXPD12|MSE1|gluRS|mtGlnRS	glutamyl-tRNA synthetase 2, mitochondrial	protein-coding
MACS_peak_4322	chr6	34117153	34117595	+	466.93	NA	intron (NM_001256809, intron 1 of 8)	NA	-3460	NM_001256811	2914	Hs.429018	NM_000841	ENSG00000124493	GRM4	GPRC1D|MGLUR4|mGlu4	glutamate metabotropic receptor 4	protein-coding
MACS_peak_5288	chrX	40377325	40377739	+	465.45	NA	Intergenic	NA	-62690	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase H+ transporting accessory protein 2	protein-coding
MACS_peak_558	chr10	54002949	54003447	+	464.06	NA	intron (NM_001098512, intron 9 of 17)	NA	70690	NR_038277	100506939	Hs.584791	NR_038277		PRKG1-AS1	-	PRKG1 antisense RNA 1	ncRNA
MACS_peak_2386	chr18	51692880	51693377	+	463.92	NA	intron (NM_003927, intron 3 of 6)	NA	55654	NR_002970	677819	Hs.655869	NR_002970	ENSG00000207233	SNORA37	ACA37	small nucleolar RNA, H/ACA box 37	snoRNA
MACS_peak_5234	chr9	137562919	137563628	+	463.90	NA	intron (NM_001278074, intron 1 of 65)	NA	-18584	NR_138049	414316	Hs.571561	NR_138049	ENSG00000204011	COL5A1-AS1	C9orf104|bA54A22.4	COL5A1 antisense RNA 1	ncRNA
MACS_peak_2661	chr2	24713668	24714390	+	463.49	NA	promoter-TSS (NM_001362950)	NA	-94	NM_003743	8648	Hs.596314	NM_003743	ENSG00000084676	NCOA1	F-SRC-1|KAT13A|RIP160|SRC1|bHLHe42|bHLHe74	nuclear receptor coactivator 1	protein-coding
MACS_peak_1954	chr16	57656314	57657327	+	462.84	NA	intron (NM_001370441, intron 1 of 13)	NA	2862	NM_001370437	9289	Hs.513633	NM_005682	ENSG00000205336	ADGRG1	BFPP|BPPR|GPR56|TM7LN4|TM7XN1	adhesion G protein-coupled receptor G1	protein-coding
MACS_peak_3789	chr3	183563190	183563915	+	461.98	NA	intron (NM_001324437, intron 4 of 7)	NA	-20187	NM_024871	79929	Hs.478465	NM_024871	ENSG00000180834	MAP6D1	MAPO6D1|SL21	MAP6 domain containing 1	protein-coding
MACS_peak_2223	chr17	56032881	56033364	+	461.68	NA	promoter-TSS (NM_001271875)	NA	-349	NM_001271875	404093	Hs.46679	NM_001271875	ENSG00000180891	CUEDC1	-	CUE domain containing 1	protein-coding
MACS_peak_2112	chr17	15081101	15081735	+	458.74	NA	Intergenic	NA	-71914	NR_103559	94151	Hs.98684	NR_103559		CDRT8	-	CMT1A duplicated region transcript 8	ncRNA
MACS_peak_5098	chr9	95428052	95428734	+	458.45	NA	intron (NM_022755, intron 1 of 12)	NA	4020	NM_022755	64768	Hs.459896	NM_022755	ENSG00000127080	IPPK	C9orf12|INSP5K2|IP5K|IPK1|bA476B13.1	inositol-pentakisphosphate 2-kinase	protein-coding
MACS_peak_871	chr11	68586972	68587442	+	457.39	NA	intron (NM_001876, intron 1 of 18)	NA	22177	NM_001876	1374	Hs.503043	NM_001876	ENSG00000110090	CPT1A	CPT1|CPT1-L|L-CPT1	carnitine palmitoyltransferase 1A	protein-coding
MACS_peak_4501	chr7	906615	907257	+	456.58	NA	intron (NR_160282, intron 20 of 22)	NA	-9255	NM_015949	51608	Hs.107387	NM_015949	ENSG00000239857	GET4	C7orf20|CEE|CGI-20|TRC35	guided entry of tail-anchored proteins factor 4	protein-coding
MACS_peak_4542	chr7	24752733	24753560	+	455.61	NA	intron (NM_004403, intron 5 of 9)	NA	43937	NM_001127453	1687	Hs.520708	NM_004403	ENSG00000105928	GSDME	DFNA5|ICERE-1	gasdermin E	protein-coding
MACS_peak_1832	chr16	893729	894170	+	455.55	NA	Intergenic	NA	38506	NM_001013638	388199	Hs.528461	NM_001013638		PRR25	gs64	proline rich 25	protein-coding
MACS_peak_1238	chr12	124702396	124702958	+	454.89	NA	intron (NM_001204299, intron 3 of 4)	NA	-71033	NM_181709	144347	Hs.432901	NM_181709	ENSG00000178882	RFLNA	CFM2|FAM101A	refilin A	protein-coding
MACS_peak_4190	chr5	139017516	139018284	+	454.65	NA	Intergenic	NA	-8984	NM_001317201	51523	Hs.189119	NM_016463	ENSG00000171604	CXXC5	CF5|HSPC195|RINF|WID	CXXC finger protein 5	protein-coding
MACS_peak_2099	chr17	4479095	4479541	+	453.79	NA	Intergenic	NA	-7984	NM_198501	342527	Hs.441709	NM_198501	ENSG00000188176	SMTNL2	-	smoothelin like 2	protein-coding
MACS_peak_4694	chr7	131310509	131312037	+	452.91	NA	Intergenic	NA	-69886	NM_001018111	5420	Hs.744213	NM_005397	ENSG00000128567	PODXL	Gp200|PC|PCLP|PCLP-1	podocalyxin like	protein-coding
MACS_peak_4866	chr8	95049410	95049976	+	452.57	NA	Intergenic	NA	120518	NM_001161779	54704	Hs.22265	NM_018444	ENSG00000164951	PDP1	PDH|PDP|PDPC|PPM2A|PPM2C	pyruvate dehyrogenase phosphatase catalytic subunit 1	protein-coding
MACS_peak_3277	chr21	40033131	40033876	+	452.51	NA	promoter-TSS (NM_001243428)	NA	201	NM_001136154	2078	Hs.473819	NM_004449	ENSG00000157554	ERG	erg-3|p55	ETS transcription factor ERG	protein-coding
MACS_peak_5259	chrX	9174824	9175875	+	452.00	NA	Intergenic	NA	-173181	NM_205849	171483	Hs.733351	NM_173696	ENSG00000177138	FAM9B	TEX39B	family with sequence similarity 9 member B	protein-coding
MACS_peak_4229	chr5	174178453	174179038	+	451.53	NA	promoter-TSS (NR_039777)	NA	8	NR_039777	100616202		NR_039777	ENSG00000266890	MIR4634	-	microRNA 4634	ncRNA
MACS_peak_4773	chr8	17780328	17781012	+	450.91	NA	non-coding (NR_148032, exon 1 of 39)	NA	173	NM_001352647	5108	Hs.491148	NM_006197	ENSG00000078674	PCM1	PTC4|RET/PCM-1	pericentriolar material 1	protein-coding
MACS_peak_5359	chrX	153719000	153719645	+	450.85	NA	promoter-TSS (NM_019848)	NA	-354	NM_001142391	8273	Hs.522826	NM_019848	ENSG00000126903	SLC10A3	DXS253E|P3	solute carrier family 10 member 3	protein-coding
MACS_peak_4012	chr4	184718617	184719443	+	450.57	NA	promoter-TSS (NR_132761)	NA	-145	NR_132761	56977	Hs.21958	NM_020225	ENSG00000173320	STOX2	-	storkhead box 2	protein-coding
MACS_peak_2342	chr18	12947905	12948906	+	450.42	NA	intron (NM_001013437, intron 1 of 8)	NA	395	NM_001013437	81929	Hs.301048	NM_031216	ENSG00000085415	SEH1L	SEC13L|SEH1A|SEH1B|Seh1	SEH1 like nucleoporin	protein-coding
MACS_peak_11	chr1	3748663	3749276	+	449.30	NA	intron (NM_014704, intron 12 of 21)	NA	24806	NM_014704	9731	Hs.133089	NM_014704	ENSG00000116198	CEP104	CFAP256|GlyBP|JBTS25|KIAA0562|ROC22	centrosomal protein 104	protein-coding
MACS_peak_3533	chr3	14838530	14839155	+	448.04	NA	Intergenic	NA	14079	NR_135245	152274	Hs.434128	NR_135245	ENSG00000260902	LINC02011	-	long intergenic non-protein coding RNA 2011	ncRNA
MACS_peak_2180	chr17	43120331	43121000	+	448.03	NA	intron (NM_001288654, intron 1 of 4)	NA	8335	NM_001128631	79877	Hs.463148	NM_024819	ENSG00000172992	DCAKD	-	dephospho-CoA kinase domain containing	protein-coding
MACS_peak_3849	chr4	3462664	3463890	+	448.03	NA	Intergenic	NA	-1756	NM_001301071	285489	Hs.122110	NM_173660	ENSG00000175920	DOK7	C4orf25|CMS10|CMS1B|FADS3	docking protein 7	protein-coding
MACS_peak_5118	chr9	102581729	102582490	+	447.87	NA	promoter-TSS (NR_109802)	NA	62	NR_109802	101928438	Hs.637767	NR_109802	ENSG00000237461	LOC101928438	-	uncharacterized LOC101928438	ncRNA
MACS_peak_2561	chr19	40971877	40972435	+	447.80	NA	promoter-TSS (NM_020971)	NA	-504	NM_000713	645	Hs.515785	NM_000713	ENSG00000090013	BLVRB	BVRB|FLR|HEL-S-10|SDR43U1	biliverdin reductase B	protein-coding
MACS_peak_3594	chr3	53879964	53880938	+	447.56	NA	promoter-TSS (NM_018397)	NA	-5	NM_018397	55349	Hs.126688	NM_018397	ENSG00000016391	CHDH	-	choline dehydrogenase	protein-coding
MACS_peak_5287	chrX	40367904	40368583	+	446.93	NA	Intergenic	NA	-71979	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase H+ transporting accessory protein 2	protein-coding
MACS_peak_1359	chr14	23541030	23541887	+	446.55	NA	promoter-TSS (NM_001164816)	NA	-680	NM_001164817	22985	Hs.124490	NM_014977	ENSG00000100813	ACIN1	ACINUS|ACN|fSAP152	apoptotic chromatin condensation inducer 1	protein-coding
MACS_peak_1546	chr14	95102833	95103488	+	446.37	NA	Intergenic	NA	-3902	NR_015340	388007	Hs.527795	NR_015340	ENSG00000187483	SERPINA13P	SERPINA13|UNQ6121	serpin family A member 13, pseudogene	pseudo
MACS_peak_1266	chr12	132850402	132850949	+	446.16	NA	intron (NM_001122636, intron 2 of 10)	NA	-1302	NR_024563	100130238	Hs.536338	NR_024563		LOC100130238	-	uncharacterized LOC100130238	ncRNA
MACS_peak_2446	chr19	4536721	4537190	+	445.92	NA	3' UTR (NM_052972, exon 2 of 2)	NA	-1719	NM_001013706	440503	Hs.131034	NM_001013706	ENSG00000214456	PLIN5	LSDA5|LSDP5|MLDP|OXPAT	perilipin 5	protein-coding
MACS_peak_1615	chr14	106069551	106070152	+	445.42	NA	Intergenic	NA	-17602	NR_107038	102465871		NR_107038	ENSG00000274172	MIR8071-1	hsa-mir-8071-1	microRNA 8071-1	ncRNA
MACS_peak_1534	chr14	93477834	93478563	+	444.24	NA	intron (NM_001142593, intron 4 of 10)	NA	25121	NM_001363707	3705	Hs.308122	NM_014216	ENSG00000100605	ITPK1	ITRPK1	inositol-tetrakisphosphate 1-kinase	protein-coding
MACS_peak_268	chr1	155063234	155064026	+	444.09	NA	Intergenic	NA	12317	NM_004952	1944	Hs.516656	NM_004952	ENSG00000143590	EFNA3	EFL2|EPLG3|Ehk1-L|LERK3	ephrin A3	protein-coding
MACS_peak_4348	chr6	42096617	42097313	+	442.72	NA	intron (NM_001164446, intron 1 of 4)	NA	13393	NM_001164446	647024	Hs.444277	NM_001164446	ENSG00000188112	C6orf132	bA7K24.2	chromosome 6 open reading frame 132	protein-coding
MACS_peak_3652	chr3	73748447	73749160	+	442.43	NA	Intergenic	NA	-74711	NM_015009	23024	Hs.660347	NM_015009	ENSG00000121440	PDZRN3	LNX3|SEMACAP3|SEMCAP3	PDZ domain containing ring finger 3	protein-coding
MACS_peak_691	chr10	106240525	106241215	+	441.91	NA	promoter-TSS (NR_120624)	NA	-837	NR_120624	101927523	Hs.407539	NR_120624	ENSG00000225768	LINC02620	-	long intergenic non-protein coding RNA 2620	ncRNA
MACS_peak_537	chr10	43577276	43577967	+	441.62	NA	intron (NM_020975, intron 1 of 19)	NA	5104	NM_020975	5979	Hs.350321	NM_000323	ENSG00000165731	RET	CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1	ret proto-oncogene	protein-coding
MACS_peak_4221	chr5	172756546	172757381	+	441.61	NA	promoter-TSS (NM_003714)	NA	-457	NM_003714	8614	Hs.233160	NM_003714	ENSG00000113739	STC2	STC-2|STCRP	stanniocalcin 2	protein-coding
MACS_peak_66	chr1	21568088	21568557	+	441.44	NA	intron (NM_001113347, intron 8 of 16)	NA	37786	NM_001113347	1889	Hs.195080	NM_001397	ENSG00000117298	ECE1	ECE	endothelin converting enzyme 1	protein-coding
MACS_peak_473	chr10	12914537	12915020	+	441.32	NA	Intergenic	NA	128935	NM_031455	83643	Hs.498720	NM_031455	ENSG00000151468	CCDC3	-	coiled-coil domain containing 3	protein-coding
MACS_peak_4079	chr5	55325642	55326097	+	441.04	NA	Intergenic	NA	34874	NR_102755	441072	Hs.482141	NR_102755	ENSG00000227908	FLJ31104	-	uncharacterized LOC441072	ncRNA
MACS_peak_4842	chr8	68292911	68293678	+	440.39	NA	intron (NR_136224, intron 1 of 4)	NA	37225	NR_136223	102724708	Hs.636330	NR_136223		LOC102724708	-	uncharacterized LOC102724708	ncRNA
MACS_peak_4725	chr7	155162270	155163141	+	440.02	NA	Intergenic	NA	-2077	NR_103545	338436	Hs.521326	NR_103545	ENSG00000204960	BLACE	-	B cell acute lymphoblastic leukemia expressed	ncRNA
MACS_peak_1404	chr14	55738200	55739011	+	439.39	NA	promoter-TSS (NM_152231)	NA	-267	NM_152231	55030	Hs.525348	NM_017943	ENSG00000178974	FBXO34	CGI-301|Fbx34	F-box protein 34	protein-coding
MACS_peak_4461	chr6	149091956	149092399	+	438.63	NA	intron (NM_005715, intron 1 of 7)	NA	24011	NM_005715	10090	Hs.657370	NM_005715	ENSG00000111962	UST	2OST	uronyl 2-sulfotransferase	protein-coding
MACS_peak_3086	chr20	34614940	34615594	+	438.42	NA	intron (NM_080834, intron 11 of 11)	NA	23615	NR_027451	647979	Hs.743232	NR_027451	ENSG00000260032	NORAD	LINC00657	non-coding RNA activated by DNA damage	ncRNA
MACS_peak_2350	chr18	18909961	18910818	+	436.18	NA	intron (NM_001142966, intron 1 of 32)	NA	88186	NM_001142966	80000	Hs.149020	NM_024935	ENSG00000141449	GREB1L	C18orf6|KIAA1772|RHDA3	GREB1 like retinoic acid receptor coactivator	protein-coding
MACS_peak_861	chr11	66829418	66830113	+	435.72	NA	intron (NM_001300886, intron 1 of 2)	NA	5447	NM_001300886	29984	Hs.15114	NM_014578	ENSG00000173156	RHOD	ARHD|RHOHP1|RHOM|Rho	ras homolog family member D	protein-coding
MACS_peak_1439	chr14	68000123	68000798	+	434.58	NA	promoter-TSS (NM_001348547)	NA	-34	NM_001348547	161145	Hs.509707	NM_182526	ENSG00000198133	TMEM229B	C14orf83	transmembrane protein 229B	protein-coding
MACS_peak_1905	chr16	20892370	20892929	+	434.24	NA	intron (NM_173475, intron 1 of 2)	NA	-18555	NM_001369632	57149	Hs.745012	NM_020424	ENSG00000102897	LYRM1	A211C6.1	LYR motif containing 1	protein-coding
MACS_peak_128	chr1	41162000	41162688	+	434.11	NA	intron (NM_001142590, intron 2 of 14)	NA	-4411	NR_024567	100130557	Hs.233458	NR_024567		NFYC-AS1	0808y08y	NFYC antisense RNA 1	ncRNA
MACS_peak_888	chr11	69707730	69708240	+	433.86	NA	Intergenic	NA	-73801	NM_005247	2248	Hs.37092	NM_005247	ENSG00000186895	FGF3	HBGF-3|INT2	fibroblast growth factor 3	protein-coding
MACS_peak_2751	chr2	75124869	75125450	+	433.55	NA	Intergenic	NA	-11099	NR_125792	102724515	Hs.708649	NR_125792	ENSG00000204792	LINC01291	-	long intergenic non-protein coding RNA 1291	ncRNA
MACS_peak_601	chr10	76503046	76503499	+	433.42	NA	Intergenic	NA	-81741	NM_001370139	23522	Hs.35758	NM_012330	ENSG00000156650	KAT6B	GTPTS|MORF|MOZ2|MYST4|ZC2HC6B|qkf|querkopf	lysine acetyltransferase 6B	protein-coding
MACS_peak_3175	chr20	52741991	52746025	+	433.05	NA	Intergenic	NA	46517	NM_000782	1591	Hs.89663	NM_000782	ENSG00000019186	CYP24A1	CP24|CYP24|HCAI|HCINF1|P450-CC24	cytochrome P450 family 24 subfamily A member 1	protein-coding
MACS_peak_1638	chr15	40346983	40347888	+	432.83	NA	intron (NR_040060, intron 2 of 2)	NA	15923	NR_040059	100131089	Hs.386000	NR_040059	ENSG00000248508	SRP14-AS1	-	SRP14 antisense RNA1 (head to head)	ncRNA
MACS_peak_3463	chr22	41405451	41406070	+	432.55	NA	Intergenic	NA	58378	NM_014248	9978	Hs.474949	NM_014248	ENSG00000100387	RBX1	BA554C12.1|RNF75|ROC1	ring-box 1	protein-coding
MACS_peak_357	chr1	202075218	202075879	+	431.52	NA	Intergenic	NA	-16497	NM_004767	9283	Hs.132049	NM_004767	ENSG00000170075	GPR37L1	ET(B)R-LP-2|ETBR-LP-2|ETBRLP2	G protein-coupled receptor 37 like 1	protein-coding
MACS_peak_4678	chr7	105604826	105605755	+	431.52	NA	intron (NM_001301161, intron 1 of 17)	NA	1580	NM_001301161	222256	Hs.150120	NM_152750	ENSG00000128536	CDHR3	CDH28	cadherin related family member 3	protein-coding
MACS_peak_4732	chr7	157047713	157048580	+	431.39	NA	intron (NM_014671, intron 21 of 22)	NA	-81552	NM_001363676	10049	Hs.490745	NM_005494	ENSG00000105993	DNAJB6	DJ4|DnaJ|HHDJ1|HSJ-2|HSJ2|LGMD1D|LGMD1E|LGMDD1|MRJ|MSJ-1	DnaJ heat shock protein family (Hsp40) member B6	protein-coding
MACS_peak_3117	chr20	44002125	44002907	+	430.57	NA	3' UTR (NM_014477, exon 5 of 5)	NA	4449	NM_014477	27296	Hs.710271	NM_014477	ENSG00000124251	TP53TG5	C20orf10|CLG01	TP53 target 5	protein-coding
MACS_peak_2144	chr17	35445604	35446296	+	430.22	NA	exon (NM_198834, exon 55 of 56)	NA	54908	NR_036056	100422969		NR_036056	ENSG00000276326	MIR2909	-	microRNA 2909	ncRNA
MACS_peak_858	chr11	65780171	65780837	+	429.11	NA	intron (NM_001323, intron 2 of 2)	NA	1025	NM_001323	1474	Hs.139389	NM_001323	ENSG00000175315	CST6	-	cystatin E/M	protein-coding
MACS_peak_4565	chr7	34076458	34077197	+	428.34	NA	intron (NM_001365308, intron 6 of 14)	NA	131676	NM_001365308	168667	Hs.660998	NM_133468	ENSG00000164619	BMPER	CRIM3|CV-2|CV2	BMP binding endothelial regulator	protein-coding
MACS_peak_4936	chr8	125476683	125477113	+	428.15	NA	non-coding (NR_108047, exon 2 of 2)	NA	9697	NR_108048	101927612	Hs.633137	NR_108047	ENSG00000245149	RNF139-AS1	-	RNF139 antisense RNA 1 (head to head)	ncRNA
MACS_peak_226	chr1	114576601	114577365	+	427.85	NA	Intergenic	NA	54887	NM_020190	56944	Hs.9315	NM_020190	ENSG00000116774	OLFML3	HNOEL-iso|OLF44	olfactomedin like 3	protein-coding
MACS_peak_2104	chr17	7199568	7199953	+	426.73	NA	Intergenic	NA	-1802	NM_015982	51087	Hs.567494	NM_015982	ENSG00000006047	YBX2	CONTRIN|CSDA3|DBPC|MSY2	Y-box binding protein 2	protein-coding
MACS_peak_365	chr1	203058225	203058928	+	426.30	NA	Intergenic	NA	-3436	NM_002479	4656	Hs.2830	NM_002479	ENSG00000122180	MYOG	MYF4|bHLHc3|myf-4	myogenin	protein-coding
