PeakID (cmd=annotatePeaks.pl ESR1_T2D.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_796	chr6	88283920	88284248	+	110.39	NA	intron (NR_146756, intron 1 of 19)	NA	15621	NM_020320	57038	Hs.485910	NM_020320	ENSG00000146282	RARS2	ArgRS|DALRD2|PCH6|PRO1992|RARSL	arginyl-tRNA synthetase 2, mitochondrial	protein-coding
MACS_peak_11	chr1	30776025	30776217	+	110.17	NA	Intergenic	NA	-265662	NR_110790	101929406	Hs.639413	NR_110790	ENSG00000233399	LINC01648	-	long intergenic non-protein coding RNA 1648	ncRNA
MACS_peak_436	chr19	10613329	10613672	+	109.38	NA	promoter-TSS (NM_012289)	NA	-53	NM_012289	9817	Hs.465870	NM_012289	ENSG00000079999	KEAP1	INrf2|KLHL19	kelch like ECH associated protein 1	protein-coding
MACS_peak_649	chr3	63905917	63906417	+	109.24	NA	intron (NM_001177387, intron 3 of 12)	NA	-8719	NR_148359	100861563		NR_148359	ENSG00000280620	SCAANT1	ATXN7-AS1	SCA7/ATXN7 antisense RNA 1	ncRNA
MACS_peak_362	chr16	85525478	85525980	+	109.20	NA	Intergenic	NA	-119286	NM_001134473	23199	Hs.461647	NM_014615	ENSG00000131149	GSE1	CRHSP24|KIAA0182	Gse1 coiled-coil protein	protein-coding
MACS_peak_668	chr3	145811829	145812096	+	108.60	NA	intron (NM_000935, intron 7 of 18)	NA	-24990	NR_146297	109729161		NR_146297	ENSG00000240032	LNCSRLR	lncRNA-SRLR	lncRNA sorafenib resistance in renal cell carcinoma associated	ncRNA
MACS_peak_339	chr16	30086554	30086876	+	108.15	NA	promoter-TSS (NM_001303507)	NA	-600	NM_001303504	5531	Hs.534338	NM_002720	ENSG00000149923	PPP4C	PP-X|PP4|PP4C|PPH3|PPP4|PPX	protein phosphatase 4 catalytic subunit	protein-coding
MACS_peak_231	chr13	113271088	113271360	+	107.68	NA	Intergenic	NA	-28725	NM_001286279	10426	Hs.224152	NM_006322	ENSG00000126216	TUBGCP3	104p|ALP6|GCP3|Grip104|SPBC98|Spc98|Spc98p	tubulin gamma complex associated protein 3	protein-coding
MACS_peak_659	chr3	107718412	107718636	+	107.61	NA	Intergenic	NA	91411	NM_198793	961	Hs.446414	NM_001777	ENSG00000196776	CD47	IAP|MER6|OA3	CD47 molecule	protein-coding
MACS_peak_761	chr5	117345671	117345881	+	107.04	NA	intron (NR_104997, intron 2 of 2)	NA	-272493	NR_104609	100505811	Hs.369776	NR_104609	ENSG00000250427	LINC02148	HNCAT21	long intergenic non-protein coding RNA 2148	ncRNA
MACS_peak_294	chr15	52948548	52948972	+	106.89	NA	intron (NM_019600, intron 2 of 12)	NA	-4523	NM_001286495	56204	Hs.152385	NM_019600	ENSG00000047346	FAM214A	KIAA1370	family with sequence similarity 214 member A	protein-coding
MACS_peak_364	chr16	86227420	86227759	+	106.28	NA	Intergenic	NA	-2198	NR_103859	100506542	Hs.111902	NR_103859	ENSG00000269186	LINC01082	TCONS_00024492	long intergenic non-protein coding RNA 1082	ncRNA
MACS_peak_256	chr14	75389305	75389418	+	105.59	NA	promoter-TSS (NM_031464)	NA	-216	NR_163406	83694	Hs.414481	NM_031464	ENSG00000198208	RPS6KL1	RSKL2	ribosomal protein S6 kinase like 1	protein-coding
MACS_peak_707	chr4	23375964	23376250	+	105.22	NA	Intergenic	NA	506808	NM_001330753	10891	Hs.527078	NM_013261	ENSG00000109819	PPARGC1A	LEM6|PGC-1(alpha)|PGC-1alpha|PGC-1v|PGC1|PGC1A|PPARGC1	PPARG coactivator 1 alpha	protein-coding
MACS_peak_449	chr19	39621120	39621317	+	104.93	NA	intron (NM_001014832, intron 1 of 8)	NA	4792	NM_001014832	10298	Hs.20447	NM_005884	ENSG00000130669	PAK4	-	p21 (RAC1) activated kinase 4	protein-coding
MACS_peak_145	chr11	45007380	45007668	+	104.88	NA	Intergenic	NA	12071	NR_026681	221122	Hs.551656	NR_026681	ENSG00000254654	LINC02685	-	long intergenic non-protein coding RNA 2685	ncRNA
MACS_peak_401	chr17	60575689	60575910	+	104.72	NA	intron (NM_001284333, intron 2 of 22)	NA	17325	NM_001284363	11011	Hs.445078	NM_006852	ENSG00000146872	TLK2	HsHPK|MRD57|PKU-ALPHA	tousled like kinase 2	protein-coding
MACS_peak_454	chr19	45349384	45349635	+	104.55	NA	promoter-TSS (NM_002856)	NA	-45	NM_002856	5819	Hs.655455	NM_002856	ENSG00000130202	NECTIN2	CD112|HVEB|PRR2|PVRL2|PVRR2	nectin cell adhesion molecule 2	protein-coding
MACS_peak_509	chr2	133020084	133020221	+	104.39	NA	Intergenic	NA	-4546	NR_152415	554226	Hs.380689	NM_001358416	ENSG00000163046	ANKRD30BL	ANKRD30BP3|NCRNA00164	ankyrin repeat domain 30B like	protein-coding
MACS_peak_181	chr12	31811924	31812215	+	104.38	NA	promoter-TSS (NM_173802)	NA	-68	NM_173802	254013	Hs.740628	NM_173802	ENSG00000139160	ETFBKMT	C12orf72|ETFB-KMT|METTL20	electron transfer flavoprotein subunit beta lysine methyltransferase	protein-coding
MACS_peak_295	chr15	52968343	52968673	+	104.06	NA	intron (NM_019600, intron 2 of 12)	NA	2323	NR_104457	56204	Hs.152385	NM_019600	ENSG00000047346	FAM214A	KIAA1370	family with sequence similarity 214 member A	protein-coding
MACS_peak_596	chr21	40817703	40818032	+	102.82	NA	promoter-TSS (NM_001317742)	NA	66	NM_001317741	6450	Hs.473847	NM_007341	ENSG00000185437	SH3BGR	21-GARP	SH3 domain binding glutamate rich protein	protein-coding
MACS_peak_431	chr19	2524975	2525279	+	102.24	NA	intron (NM_052847, intron 3 of 4)	NA	49002	NM_015675	4616	Hs.110571	NM_015675	ENSG00000099860	GADD45B	GADD45BETA|MYD118	growth arrest and DNA damage inducible beta	protein-coding
MACS_peak_221	chr13	39259006	39259312	+	101.92	NA	intron (NR_126377, intron 1 of 2)	NA	1653	NR_126377	101929121	Hs.618449	NR_126377		LINC00437	TCONS_00021639	long intergenic non-protein coding RNA 437	ncRNA
MACS_peak_306	chr15	70321663	70321970	+	101.76	NA	Intergenic	NA	49991	NR_030714	693214		NR_030714	ENSG00000207965	MIR629	MIRN629|hsa-mir-629|mir-629	microRNA 629	ncRNA
MACS_peak_14	chr1	42331814	42332126	+	101.70	NA	intron (NR_038261, intron 2 of 3)	NA	52623	NR_038260	59269	Hs.403972	NM_024503	ENSG00000127124	HIVEP3	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	human immunodeficiency virus type I enhancer binding protein 3	protein-coding
MACS_peak_702	chr4	2421046	2421221	+	101.50	NA	promoter-TSS (NM_001172656)	NA	451	NM_001193282	402160	Hs.443116	NM_001193282	ENSG00000206113	CFAP99	-	cilia and flagella associated protein 99	protein-coding
MACS_peak_857	chr7	157048062	157048346	+	100.62	NA	intron (NM_014671, intron 21 of 22)	NA	-81494	NM_001363676	10049	Hs.490745	NM_005494	ENSG00000105993	DNAJB6	DJ4|DnaJ|HHDJ1|HSJ-2|HSJ2|LGMD1D|LGMD1E|LGMDD1|MRJ|MSJ-1	DnaJ heat shock protein family (Hsp40) member B6	protein-coding
MACS_peak_95	chr10	30101135	30101322	+	100.61	NA	Intergenic	NA	-75363	NM_001323599	6840	Hs.499209	NM_003174	ENSG00000197321	SVIL	-	supervillin	protein-coding
MACS_peak_607	chr22	24922131	24922439	+	100.48	NA	3' UTR (NM_016327, exon 10 of 10)	NA	28821	NM_001284257	83606	Hs.9850	NM_031444	ENSG00000138867	GUCD1	C22orf13|LLN4	guanylyl cyclase domain containing 1	protein-coding
MACS_peak_975	chrX	107498504	107498768	+	100.48	NA	intron (NM_001287759, intron 3 of 43)	NA	163628	NM_052936	115201	Hs.8763	NM_052936	ENSG00000101844	ATG4A	APG4A|AUTL2	autophagy related 4A cysteine peptidase	protein-coding
MACS_peak_10	chr1	24896954	24897251	+	100.48	NA	intron (NM_001010980, intron 1 of 3)	NA	14524	NM_001010980	400746	Hs.200253	NM_001010980	ENSG00000184454	NCMAP	C1orf130|MP11	non-compact myelin associated protein	protein-coding
MACS_peak_287	chr15	30115267	30115510	+	100.48	NA	promoter-TSS (NM_175610)	NA	-717	NM_003257	7082	Hs.743990	NM_003257	ENSG00000104067	TJP1	ZO-1	tight junction protein 1	protein-coding
MACS_peak_174	chr11	122967221	122967401	+	100.34	NA	intron (NM_024769, intron 2 of 6)	NA	-34467	NM_153201	3312	Hs.180414	NM_006597	ENSG00000109971	HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	heat shock protein family A (Hsp70) member 8	protein-coding
MACS_peak_419	chr18	12948268	12948550	+	100.33	NA	intron (NM_001013437, intron 1 of 8)	NA	399	NM_001013437	81929	Hs.301048	NM_031216	ENSG00000085415	SEH1L	SEC13L|SEH1A|SEH1B|Seh1	SEH1 like nucleoporin	protein-coding
MACS_peak_642	chr3	47205714	47206116	+	99.97	NA	promoter-TSS (NM_001349370)	NA	55	NR_033373	285352	Hs.570631	NR_033373		KIF9-AS1	-	KIF9 antisense RNA 1	ncRNA
MACS_peak_652	chr3	73748618	73748893	+	99.78	NA	Intergenic	NA	-74663	NM_015009	23024	Hs.660347	NM_015009	ENSG00000121440	PDZRN3	LNX3|SEMACAP3|SEMCAP3	PDZ domain containing ring finger 3	protein-coding
MACS_peak_434	chr19	4970845	4971096	+	98.98	NA	intron (NM_001370094, intron 1 of 10)	NA	1846	NM_001370093	23030	Hs.654816	NM_015015	ENSG00000127663	KDM4B	JMJD2B|TDRD14B	lysine demethylase 4B	protein-coding
MACS_peak_915	chr9	33818122	33818375	+	98.62	NA	intron (NM_017811, intron 1 of 4)	NA	1090	NM_017811	54926	Hs.643648	NM_017811	ENSG00000107341	UBE2R2	CDC34B|E2-CDC34B|UBC3B	ubiquitin conjugating enzyme E2 R2	protein-coding
MACS_peak_149	chr11	64644340	64644563	+	97.34	NA	intron (NM_001282444, intron 3 of 6)	NA	1630	NR_162101	113218486		NR_162101		MIR10392	-	microRNA 10392	ncRNA
MACS_peak_425	chr18	57621574	57621844	+	95.70	NA	Intergenic	NA	54481	NM_021127	5366	Hs.96	NM_021127	ENSG00000141682	PMAIP1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
MACS_peak_162	chr11	82715140	82715521	+	95.25	NA	intron (NM_001286060, intron 1 of 4)	NA	29986	NM_001286059	27314	Hs.40758	NM_014488	ENSG00000137502	RAB30	-	RAB30, member RAS oncogene family	protein-coding
MACS_peak_656	chr3	89553256	89553526	+	94.78	NA	Intergenic	NA	396620	NM_182644	2042	Hs.123642	NM_005233	ENSG00000044524	EPHA3	EK4|ETK|ETK1|HEK|HEK4|TYRO4	EPH receptor A3	protein-coding
MACS_peak_170	chr11	117928527	117928853	+	94.41	NA	intron (NM_001354434, intron 2 of 5)	NA	-19037	NM_001290094	56649	Hs.161985	NM_019894	ENSG00000137648	TMPRSS4	CAPH2|MT-SP2|TMPRSS3	transmembrane serine protease 4	protein-coding
MACS_peak_861	chr8	11647152	11647360	+	93.53	NA	Intergenic	NA	-5826	NM_001287743	2222	Hs.593928	NM_004462	ENSG00000079459	FDFT1	DGPT|ERG9|SQS|SQSD|SS	farnesyl-diphosphate farnesyltransferase 1	protein-coding
MACS_peak_950	chr9	130480643	130480856	+	93.40	NA	intron (NM_001317037, intron 4 of 13)	NA	2391	NM_144965	158248	Hs.642748	NM_144965	ENSG00000167094	TTC16	-	tetratricopeptide repeat domain 16	protein-coding
MACS_peak_574	chr20	52278326	52278642	+	93.39	NA	Intergenic	NA	53591	NR_134576	105372672	Hs.259350	NR_134576	ENSG00000235415	LOC105372672	-	uncharacterized LOC105372672	ncRNA
MACS_peak_130	chr10	115681766	115682018	+	92.81	NA	Intergenic	NA	67472	NM_198514	374354	Hs.369924	NM_198514	ENSG00000196865	NHLRC2	FINCA	NHL repeat containing 2	protein-coding
MACS_peak_795	chr6	86303397	86303628	+	92.17	NA	promoter-TSS (NM_153816)	NA	64	NM_153816	57231	Hs.485871	NM_020468	ENSG00000135317	SNX14	RGS-PX2|SCAR20	sorting nexin 14	protein-coding
MACS_peak_428	chr19	1166856	1167077	+	91.89	NA	intron (NM_014963, intron 1 of 31)	NA	7301	NM_014963	22904	Hs.408708	NM_014963	ENSG00000064932	SBNO2	KIAA0963|SNO|STNO	strawberry notch homolog 2	protein-coding
MACS_peak_927	chr9	93721190	93721482	+	91.70	NA	Intergenic	NA	116078	NR_033912	100129316	Hs.458154	NR_033912		LOC100129316	-	uncharacterized LOC100129316	ncRNA
MACS_peak_972	chrX	98736264	98736493	+	90.15	NA	Intergenic	NA	928893	NM_020766	57526	Hs.4993	NM_020766	ENSG00000165194	PCDH19	EFMR|EIEE9	protocadherin 19	protein-coding
MACS_peak_774	chr6	3718530	3718761	+	90.08	NA	Intergenic	NA	33601	NM_183373	221749	Hs.484500	NM_183373	ENSG00000168994	PXDC1	C6orf145	PX domain containing 1	protein-coding
MACS_peak_788	chr6	44078108	44078376	+	90.07	NA	Intergenic	NA	15762	NM_001318770	64928	Hs.311190	NM_032111	ENSG00000180992	MRPL14	L14mt|L32mt|MRP-L14|MRP-L32|MRPL32|RMPL32|RPML32	mitochondrial ribosomal protein L14	protein-coding
MACS_peak_429	chr19	1170360	1170642	+	89.99	NA	intron (NM_014963, intron 1 of 31)	NA	3766	NM_014963	22904	Hs.408708	NM_014963	ENSG00000064932	SBNO2	KIAA0963|SNO|STNO	strawberry notch homolog 2	protein-coding
MACS_peak_41	chr1	152715669	152715949	+	89.99	NA	Intergenic	NA	-14692	NM_001025231	448834	Hs.149386	NM_001025231	ENSG00000203786	KPRP	C1orf45	keratinocyte proline rich protein	protein-coding
MACS_peak_207	chr12	116308071	116308351	+	89.99	NA	Intergenic	NA	278248	NR_030351	693205		NR_030351	ENSG00000207967	MIR620	MIRN620|hsa-mir-620	microRNA 620	ncRNA
MACS_peak_374	chr17	8957646	8957813	+	89.81	NA	intron (NM_004822, intron 2 of 6)	NA	32902	NM_004822	9423	Hs.660885	NM_004822	ENSG00000065320	NTN1	MRMV4|NTN1L	netrin 1	protein-coding
MACS_peak_589	chr20	58563106	58563546	+	89.16	NA	intron (NR_145482, intron 8 of 17)	NA	-8103	NM_001348204	60437	Hs.729046	NM_021810	ENSG00000124215	CDH26	VR20	cadherin 26	protein-coding
MACS_peak_379	chr17	35087470	35087710	+	88.51	NA	Intergenic	NA	129578	NM_024864	79922	Hs.194864	NM_024864	ENSG00000278619	MRM1	-	mitochondrial rRNA methyltransferase 1	protein-coding
MACS_peak_20	chr1	45985061	45985301	+	88.51	NA	intron (NM_001202431, intron 1 of 5)	NA	2375	NM_181697	5052	Hs.180909	NM_002574	ENSG00000117450	PRDX1	MSP23|NKEF-A|NKEFA|PAG|PAGA|PAGB|PRX1|PRXI|TDPX2	peroxiredoxin 1	protein-coding
MACS_peak_58	chr1	183441397	183441611	+	88.44	NA	promoter-TSS (NM_173156)	NA	-130	NM_001331007	9887	Hs.591463	NM_014837	ENSG00000116698	SMG7	C1orf16|EST1C|SGA56M	SMG7 nonsense mediated mRNA decay factor	protein-coding
MACS_peak_963	chrX	9975285	9975473	+	88.17	NA	Intergenic	NA	-8416	NM_015691	55841	Hs.527524	NM_015691	ENSG00000047644	WWC3	BM042	WWC family member 3	protein-coding
MACS_peak_821	chr7	24752914	24753077	+	88.17	NA	intron (NM_004403, intron 5 of 9)	NA	44088	NM_001127453	1687	Hs.520708	NM_004403	ENSG00000105928	GSDME	DFNA5|ICERE-1	gasdermin E	protein-coding
MACS_peak_447	chr19	38812251	38812451	+	88.17	NA	intron (NM_004823, intron 1 of 2)	NA	1866	NM_004823	9424	Hs.240395	NM_004823	ENSG00000099337	KCNK6	K2p6.1|KCNK8|TOSS|TWIK-2|TWIK2	potassium two pore domain channel subfamily K member 6	protein-coding
MACS_peak_424	chr18	49018179	49018364	+	88.17	NA	intron (NR_040074, intron 1 of 2)	NA	99859	NR_040074	100287225	Hs.448920	NR_040074	ENSG00000227115	LINC01630	-	long intergenic non-protein coding RNA 1630	ncRNA
MACS_peak_591	chr20	61045313	61045506	+	88.17	NA	intron (NM_080473, intron 3 of 6)	NA	5642	NM_080473	140628	Hs.352250	NM_080473	ENSG00000130700	GATA5	CHTD5|GATAS|bB379O24.1	GATA binding protein 5	protein-coding
MACS_peak_758	chr5	99983318	99983698	+	87.40	NA	Intergenic	NA	112430	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	family with sequence similarity 174 member A	protein-coding
MACS_peak_32	chr1	112056181	112056449	+	87.32	NA	intron (NM_001081976, intron 1 of 5)	NA	-9572	NM_000677	140	Hs.281342	NM_000677	ENSG00000282608	ADORA3	A3AR	adenosine A3 receptor	protein-coding
MACS_peak_936	chr9	111241371	111241665	+	86.91	NA	Intergenic	NA	376748	NM_006686	10880	Hs.534390	NM_006686	ENSG00000148156	ACTL7B	Tact1	actin like 7B	protein-coding
MACS_peak_169	chr11	103423332	103423514	+	86.62	NA	Intergenic	NA	-297211	NR_039842	100616457		NR_039842	ENSG00000264200	MIR4693	-	microRNA 4693	ncRNA
MACS_peak_113	chr10	73068658	73068963	+	86.48	NA	Intergenic	NA	-10200	NR_033414	55315	Hs.438419	NM_018344	ENSG00000198246	SLC29A3	ENT3|HCLAP|HJCD|PHID	solute carrier family 29 member 3	protein-coding
MACS_peak_920	chr9	80278720	80278934	+	86.30	NA	Intergenic	NA	-15589	NM_004297	9630	Hs.657795	NM_004297	ENSG00000156049	GNA14	-	G protein subunit alpha 14	protein-coding
MACS_peak_96	chr10	32940673	32940771	+	86.09	NA	intron (NM_001321115, intron 21 of 43)	NA	205654	NR_109826	79741	Hs.585464	NM_024688	ENSG00000216937	CCDC7	BIOT2|BioT2-A|BioT2-B|BioT2-C|C10orf68	coiled-coil domain containing 7	protein-coding
MACS_peak_4	chr1	10812388	10812647	+	85.41	NA	intron (NM_001079843, intron 2 of 20)	NA	44186	NM_001079843	54897	Hs.439894	NM_017766	ENSG00000130940	CASZ1	CAS11|CST|SRG|ZNF693|dJ734G22.1	castor zinc finger 1	protein-coding
MACS_peak_780	chr6	17394079	17394208	+	85.33	NA	intron (NM_001363533, intron 1 of 9)	NA	317	NM_006366	10486	Hs.132902	NM_006366	ENSG00000112186	CAP2	-	cyclase associated actin cytoskeleton regulatory protein 2	protein-coding
MACS_peak_648	chr3	63899103	63899642	+	84.75	NA	intron (NM_001177387, intron 3 of 12)	NA	-1924	NR_148359	100861563		NR_148359	ENSG00000280620	SCAANT1	ATXN7-AS1	SCA7/ATXN7 antisense RNA 1	ncRNA
MACS_peak_81	chr10	8170275	8170623	+	84.70	NA	Intergenic	NA	73798	NM_001002295	2625	Hs.524134	NM_002051	ENSG00000107485	GATA3	HDR|HDRS	GATA binding protein 3	protein-coding
MACS_peak_346	chr16	65773227	65773494	+	84.18	NA	Intergenic	NA	-163157	NR_027755	283867	Hs.444774	NM_001101346	ENSG00000261742	LINC00922	-	long intergenic non-protein coding RNA 922	ncRNA
MACS_peak_978	chrX	125715194	125715311	+	84.15	NA	Intergenic	NA	-28455	NM_178470	139170	Hs.120403	NM_178470	ENSG00000198889	DCAF12L1	KIAA1892L|WDR40B	DDB1 and CUL4 associated factor 12 like 1	protein-coding
MACS_peak_285	chr14	106091168	106091291	+	84.15	NA	Intergenic	NA	3776	NR_107059	102466889		NR_107059	ENSG00000277030	MIR8071-2	hsa-mir-8071-2	microRNA 8071-2	ncRNA
MACS_peak_853	chr7	98394769	98395018	+	83.99	NA	Intergenic	NA	72744	NM_001134451	222865	Hs.270753	NM_152913	ENSG00000166448	TMEM130	-	transmembrane protein 130	protein-coding
MACS_peak_450	chr19	39900101	39900340	+	83.26	NA	promoter-TSS (NR_039755)	NA	98	NR_039755	100616163		NR_039755	ENSG00000266559	MIR4530	-	microRNA 4530	ncRNA
MACS_peak_778	chr6	15221981	15222145	+	83.23	NA	Intergenic	NA	-24237	NM_004973	3720	Hs.269059	NM_004973	ENSG00000008083	JARID2	JMJ	jumonji and AT-rich interaction domain containing 2	protein-coding
MACS_peak_873	chr8	38635804	38636006	+	82.77	NA	intron (NM_001352804, intron 1 of 10)	NA	-8849	NM_001352803	6867	Hs.279245	NM_006283	ENSG00000147526	TACC1	Ga55	transforming acidic coiled-coil containing protein 1	protein-coding
MACS_peak_299	chr15	59050408	59050656	+	82.67	NA	Intergenic	NA	-8626	NM_001320570	102	Hs.172028	NM_001110	ENSG00000137845	ADAM10	AD10|AD18|CD156c|CDw156|HsT18717|MADM|RAK|kuz	ADAM metallopeptidase domain 10	protein-coding
MACS_peak_210	chr12	118378886	118379073	+	82.29	NA	intron (NM_173598, intron 1 of 19)	NA	27816	NM_173598	283455	Hs.375836	NM_173598	ENSG00000171435	KSR2	-	kinase suppressor of ras 2	protein-coding
MACS_peak_232	chr13	113567822	113568053	+	82.12	NA	Intergenic	NA	55015	NR_034002	100289410	Hs.667436	NR_034002		MCF2L-AS1	-	MCF2L antisense RNA 1	ncRNA
MACS_peak_985	chrY	13476557	13476644	+	81.83	NA	Intergenic	NA	1056789	NR_033667	352887	Hs.546221	NR_033667	ENSG00000206159	GYG2P1	GYG2P	glycogenin 2 pseudogene 1	pseudo
MACS_peak_869	chr8	22601378	22601673	+	81.38	NA	intron (NM_001363233, intron 4 of 6)	NA	-50532	NM_004430	1960	Hs.534313	NM_004430	ENSG00000179388	EGR3	EGR-3|PILOT	early growth response 3	protein-coding
MACS_peak_151	chr11	68065296	68065626	+	81.31	NA	Intergenic	NA	-14598	NM_001291902	4041	Hs.6347	NM_002335	ENSG00000162337	LRP5	BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP-7|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2	LDL receptor related protein 5	protein-coding
MACS_peak_787	chr6	43682026	43682396	+	81.29	NA	Intergenic	NA	-26662	NM_018135	55168	Hs.520149	NM_018135	ENSG00000096080	MRPS18A	HumanS18b|MRP-S18-3|MRP-S18-a|MRPS18-3|S18bmt|S18mt-a	mitochondrial ribosomal protein S18A	protein-coding
MACS_peak_290	chr15	38885624	38885880	+	81.28	NA	Intergenic	NA	-28737	NM_001128602	10125	Hs.591127	NM_005739	ENSG00000172575	RASGRP1	CALDAG-GEFI|CALDAG-GEFII|RASGRP	RAS guanyl releasing protein 1	protein-coding
MACS_peak_731	chr4	163572002	163572175	+	81.26	NA	Intergenic	NA	442692	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA
MACS_peak_469	chr2	15282894	15283143	+	81.05	NA	Intergenic	NA	418440	NR_052013	51594	Hs.467759	NM_015909	ENSG00000151779	NBAS	ILFS2|NAG|SOPH	neuroblastoma amplified sequence	protein-coding
MACS_peak_566	chr20	44325282	44325601	+	80.97	NA	intron (NM_172006, intron 2 of 3)	NA	-5236	NM_172005	164237	Hs.406733	NM_172005	ENSG00000168634	WFDC13	C20orf138|WAP13|dJ601O1.3	WAP four-disulfide core domain 13	protein-coding
MACS_peak_687	chr3	171336059	171336346	+	80.54	NA	intron (NM_001130081, intron 23 of 25)	NA	-158005	NR_027767	23043	Hs.34024	NM_015028	ENSG00000154310	TNIK	MRT54	TRAF2 and NCK interacting kinase	protein-coding
MACS_peak_280	chr14	104159784	104160205	+	80.48	NA	intron (NM_001130107, intron 14 of 15)	NA	21794	NM_001371231								
MACS_peak_335	chr16	17067654	17068010	+	80.37	NA	Intergenic	NA	-160529	NR_135179	102723692	Hs.737758	NR_135179	ENSG00000261448	LOC102723692	-	uncharacterized LOC102723692	ncRNA
MACS_peak_954	chr9	131061206	131061519	+	79.82	NA	Intergenic	NA	22937	NM_001040011	375757	Hs.259594	NM_001040011	ENSG00000175854	SWI5	C9orf119|SAE3	SWI5 homologous recombination repair protein	protein-coding
MACS_peak_734	chr5	2802758	2803069	+	79.82	NA	Intergenic	NA	50668	NM_001294337	153571	Hs.148486	NM_178569	ENSG00000186493	C5orf38	CEI|IRX2NB	chromosome 5 open reading frame 38	protein-coding
MACS_peak_118	chr10	83658188	83658494	+	79.82	NA	intron (NR_163253, intron 2 of 10)	NA	20898	NR_163253	10718	Hs.125119	NM_001010848	ENSG00000185737	NRG3	HRG3|pro-NRG3	neuregulin 3	protein-coding
MACS_peak_724	chr4	139832087	139832291	+	79.75	NA	intron (NR_133945, intron 2 of 2)	NA	101611	NR_133945	105377448	Hs.200280	NR_133945	ENSG00000250195	LOC105377448	-	uncharacterized LOC105377448	ncRNA
MACS_peak_78	chr10	6339909	6340289	+	79.27	NA	Intergenic	NA	-28408	NR_040079	399715		NR_040079	ENSG00000215244	LINC02649	-	long intergenic non-protein coding RNA 2649	ncRNA
MACS_peak_765	chr5	154448303	154448458	+	79.09	NA	Intergenic	NA	55065	NM_001099293	285643	Hs.567824	NM_001099293	ENSG00000226650	KIF4B	-	kinesin family member 4B	protein-coding
MACS_peak_265	chr14	88237547	88237946	+	78.94	NA	Intergenic	NA	-116108	NR_146551	105370611	Hs.691123	NR_146551	ENSG00000258770	LINC02330	-	long intergenic non-protein coding RNA 2330	ncRNA
MACS_peak_952	chr9	130789249	130789457	+	78.39	NA	Intergenic	NA	40246	NM_197956	203245	Hs.373606	NM_197956	ENSG00000171169	NAIF1	C9orf90|bA379C10.2	nuclear apoptosis inducing factor 1	protein-coding
MACS_peak_356	chr16	80710493	80710761	+	78.36	NA	intron (NM_152342, intron 2 of 6)	NA	-103922	NR_104666	101928276	Hs.149769	NR_104665	ENSG00000260737	LINC01227	-	long intergenic non-protein coding RNA 1227	ncRNA
MACS_peak_594	chr21	38640170	38640464	+	78.36	NA	promoter-TSS (NM_001331021)	NA	92	NM_001331021	10311	Hs.369488	NM_006052	ENSG00000157538	VPS26C	DCRA|DSCR3|DSCRA	VPS26 endosomal protein sorting factor C	protein-coding
MACS_peak_204	chr12	102091401	102091684	+	78.36	NA	5' UTR (NM_020244, exon 1 of 9)	NA	124	NM_020244	56994	Hs.293077	NM_020244	ENSG00000111666	CHPT1	CPT|CPT1	choline phosphotransferase 1	protein-coding
