PeakID (cmd=annotatePeaks.pl ESR1_WTE.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_7224	chrX	53318061	53318856	+	456.73	NA	NA	NA	-7692	NM_015075	23096	Hs.496138	NM_015075	ENSG00000124313	IQSEC2	BRAG1|IQ-ArfGEF|MRX1|MRX18|MRX78	IQ motif and Sec7 domain 2	protein-coding
MACS_peak_2367	chr15	75974577	75975101	+	456.52	NA	NA	NA	30350	NM_001897	1464	Hs.513044	NM_001897	ENSG00000173546	CSPG4	HMW-MAA|MCSP|MCSPG|MEL-CSPG|MSK16|NG2	chondroitin sulfate proteoglycan 4	protein-coding
MACS_peak_4217	chr20	24992248	24992816	+	456.52	NA	NA	NA	-19145	NM_020531	57136	Hs.472330	NM_020531	ENSG00000101474	APMAP	BSCv|C20orf3	adipocyte plasma membrane associated protein	protein-coding
MACS_peak_4237	chr20	31419670	31420245	+	456.52	NA	NA	NA	12197	NM_012325	22919	Hs.472437	NM_012325	ENSG00000101367	MAPRE1	EB1	microtubule associated protein RP/EB family member 1	protein-coding
MACS_peak_4216	chr20	24792905	24793453	+	456.15	NA	NA	NA	-136726	NM_003650	8530	Hs.143212	NM_003650	ENSG00000077984	CST7	CMAP	cystatin F	protein-coding
MACS_peak_3023	chr17	60247435	60248330	+	456.06	NA	NA	NA	105134	NR_027486	440452	Hs.448884	NR_027486	ENSG00000188755	TBC1D3P2	-	TBC1 domain family member 3 pseudogene 2	pseudo
MACS_peak_5842	chr6	13747551	13748311	+	455.86	NA	NA	NA	-35864	NM_005493	10048	Hs.708182	NM_005493	ENSG00000010017	RANBP9	BPM-L|BPM90|RANBPM|RanBP7	RAN binding protein 9	protein-coding
MACS_peak_3344	chr19	4991301	4992384	+	455.80	NA	NA	NA	22718	NM_001370093	23030	Hs.654816	NM_015015	ENSG00000127663	KDM4B	JMJD2B|TDRD14B	lysine demethylase 4B	protein-coding
MACS_peak_5340	chr4	56212228	56213631	+	455.48	NA	NA	NA	520	NM_024592	79644	Hs.39311	NM_024592	ENSG00000128039	SRD5A3	CDG1P|CDG1Q|KRIZI|SRD5A2L|SRD5A2L1	steroid 5 alpha-reductase 3	protein-coding
MACS_peak_554	chr1	215598417	215598919	+	455.22	NA	NA	NA	-141979	NM_001319294	51133	Hs.335139	NM_016121	ENSG00000136636	KCTD3	NY-REN-45	potassium channel tetramerization domain containing 3	protein-coding
MACS_peak_1123	chr11	35387123	35387820	+	455.10	NA	NA	NA	53634	NM_004171	6506	Hs.502338	NM_004171	ENSG00000110436	SLC1A2	EAAT2|EIEE41|GLT-1|HBGT	solute carrier family 1 member 2	protein-coding
MACS_peak_7030	chr9	124479433	124480071	+	454.94	NA	NA	NA	-25312	NM_138709	153090	Hs.522378	NM_032552	ENSG00000136848	DAB2IP	AF9Q34|AIP-1|AIP1|DIP1/2	DAB2 interacting protein	protein-coding
MACS_peak_4762	chr22	45675234	45676207	+	454.87	NA	NA	NA	-5110	NM_001167574	7380	Hs.632787	NM_006953	ENSG00000100373	UPK3A	UP3A|UPIII|UPIIIA|UPK3	uroplakin 3A	protein-coding
MACS_peak_4504	chr21	41690249	41691056	+	453.85	NA	NA	NA	-64358	NR_038898	100506492	Hs.667053	NR_038896	ENSG00000235123	DSCAM-AS1	M41	DSCAM antisense RNA 1	ncRNA
MACS_peak_5414	chr4	135226848	135227682	+	453.39	NA	NA	NA	-104321	NM_001114734	132430	Hs.49889	NM_001114734	ENSG00000254535	PABPC4L	-	poly(A) binding protein cytoplasmic 4 like	protein-coding
MACS_peak_106	chr1	20683261	20684125	+	453.34	NA	NA	NA	66325	NM_001039500	127731	Hs.205178	NM_144623	ENSG00000158816	VWA5B1	-	von Willebrand factor A domain containing 5B1	protein-coding
MACS_peak_2440	chr15	99294806	99295717	+	453.12	NA	NA	NA	-32394	NR_039864	100616432		NR_039864	ENSG00000264480	MIR4714	-	microRNA 4714	ncRNA
MACS_peak_6839	chr9	4852634	4853262	+	452.09	NA	NA	NA	2651	NR_029836	406894		NR_029836	ENSG00000199065	MIR101-2	MIRN101-2|mir-101-2	microRNA 101-2	ncRNA
MACS_peak_2652	chr16	67927135	67928100	+	451.92	NA	NA	NA	460	NM_006742	5681	Hs.513683	NM_006742	ENSG00000159792	PSKH1	-	protein serine kinase H1	protein-coding
MACS_peak_4274	chr20	39920667	39921357	+	451.19	NA	NA	NA	7748	NM_015035	23051	Hs.380133	NM_015035	ENSG00000174306	ZHX3	TIX1	zinc fingers and homeoboxes 3	protein-coding
MACS_peak_5823	chr6	9497054	9497582	+	451.10	NA	NA	NA	844876	NR_004855	728655	Hs.214343	NR_004855		HULC	HCCAT1|LINC00078|NCRNA00078	hepatocellular carcinoma up-regulated long non-coding RNA	ncRNA
MACS_peak_3357	chr19	7953111	7953930	+	450.82	NA	NA	NA	125	NM_025061	80131	Hs.501511	NM_025061	ENSG00000171017	LRRC8E	-	leucine rich repeat containing 8 VRAC subunit E	protein-coding
MACS_peak_550	chr1	212731262	212731917	+	450.79	NA	NA	NA	-7087	NM_001030287	467	Hs.460	NM_001674	ENSG00000162772	ATF3	-	activating transcription factor 3	protein-coding
MACS_peak_4826	chr3	14306620	14307384	+	450.76	NA	NA	NA	86685	NM_014463	27258	Hs.111632	NM_014463	ENSG00000170860	LSM3	SMX4|USS2|YLR438C	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
MACS_peak_2253	chr15	51057010	51057702	+	450.30	NA	NA	NA	547	NM_032802	84888	Hs.401537	NM_032802	ENSG00000138600	SPPL2A	IMP3|PSL2	signal peptide peptidase like 2A	protein-coding
MACS_peak_4041	chr2	177710178	177711148	+	450.03	NA	NA	NA	208181	NR_110599	102724224	Hs.663125	NR_110599	ENSG00000224577	LINC01117	-	long intergenic non-protein coding RNA 1117	ncRNA
MACS_peak_2475	chr16	1358429	1359302	+	449.94	NA	NA	NA	-288	NM_194261	7329	Hs.302903	NM_003345	ENSG00000103275	UBE2I	C358B7.1|P18|UBC9	ubiquitin conjugating enzyme E2 I	protein-coding
MACS_peak_5995	chr6	79321477	79322096	+	449.34	NA	NA	NA	-72760	NR_162115	113218491		NR_162115		MIR10524	-	microRNA 10524	ncRNA
MACS_peak_289	chr1	94064685	94065495	+	449.27	NA	NA	NA	7565	NR_034091	100129046	Hs.729244	NR_034091		LOC100129046	-	uncharacterized LOC100129046	ncRNA
MACS_peak_7166	chrX	9174820	9175630	+	449.27	NA	NA	NA	-173057	NM_205849	171483	Hs.733351	NM_173696	ENSG00000177138	FAM9B	TEX39B	family with sequence similarity 9 member B	protein-coding
MACS_peak_1563	chr12	89144111	89145112	+	449.07	NA	NA	NA	-170361	NM_003994	4254	Hs.1048	NM_000899	ENSG00000049130	KITLG	DCUA|DFNA69|FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7|SLF	KIT ligand	protein-coding
MACS_peak_1096	chr11	19817675	19818651	+	449.00	NA	NA	NA	-36534	NR_039843	100616426		NR_039843	ENSG00000264309	MIR4694	-	microRNA 4694	ncRNA
MACS_peak_6235	chr7	27776930	27777731	+	448.80	NA	NA	NA	-1662	NM_001206901	8887	Hs.34576	NM_006024	ENSG00000106052	TAX1BP1	CALCOCO3|T6BP|TXBP151	Tax1 binding protein 1	protein-coding
MACS_peak_2519	chr16	5026831	5027543	+	448.29	NA	NA	NA	18856	NM_014692	9717	Hs.512856	NM_014692	ENSG00000103184	SEC14L5	PRELID4B	SEC14 like lipid binding 5	protein-coding
MACS_peak_2077	chr14	91859220	91860043	+	448.28	NA	NA	NA	24533	NM_001080414	440193	Hs.525536	NM_001080414	ENSG00000015133	CCDC88C	DAPLE|HKRP2|HYC1|KIAA1509|SCA40	coiled-coil domain containing 88C	protein-coding
MACS_peak_3262	chr18	57720692	57721455	+	448.06	NA	NA	NA	153845	NM_021127	5366	Hs.96	NM_021127	ENSG00000141682	PMAIP1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
MACS_peak_5524	chr5	16744207	16745272	+	448.05	NA	NA	NA	-127572	NM_001034850	54463	Hs.481704	NM_019000	ENSG00000154153	RETREG1	FAM134B|JK-1|JK1	reticulophagy regulator 1	protein-coding
MACS_peak_4575	chr21	46836064	46836757	+	447.88	NA	NA	NA	-6430	NR_052004	100874236	Hs.589901	NR_052004	ENSG00000224574	COL18A1-AS2	-	COL18A1 antisense RNA 2	ncRNA
MACS_peak_5398	chr4	109635871	109636495	+	447.86	NA	NA	NA	48026	NM_001331031	64850	Hs.106576	NM_031279	ENSG00000164089	ETNPPL	AGXT2L1	ethanolamine-phosphate phospho-lyase	protein-coding
MACS_peak_6893	chr9	74394471	74395032	+	447.70	NA	NA	NA	-11322	NM_013390	23670	Hs.494146	NM_013390	ENSG00000135048	CEMIP2	TMEM2	cell migration inducing hyaluronidase 2	protein-coding
MACS_peak_4986	chr3	81858445	81859132	+	447.70	NA	NA	NA	-47992	NM_000158	2632	Hs.436062	NM_000158	ENSG00000114480	GBE1	APBD|GBE|GSD4	1,4-alpha-glucan branching enzyme 1	protein-coding
MACS_peak_6781	chr8	129253233	129254003	+	446.95	NA	NA	NA	91256	NR_031613	100302281		NR_031613	ENSG00000221261	MIR1208	MIRN1208|hsa-mir-1208	microRNA 1208	ncRNA
MACS_peak_5730	chr5	142382705	142383156	+	446.42	NA	NA	NA	-134455	NR_046680	100874239	Hs.570896	NR_046680	ENSG00000226272	ARHGAP26-AS1	-	ARHGAP26 antisense RNA 1	ncRNA
MACS_peak_4662	chr22	30687016	30687448	+	445.94	NA	NA	NA	-1616	NM_001037666	652968	Hs.444950	NM_001037666	ENSG00000239282	CASTOR1	GATSL3	cytosolic arginine sensor for mTORC1 subunit 1	protein-coding
MACS_peak_6589	chr8	30388633	30389337	+	445.44	NA	NA	NA	-107112	NM_001206847	100507341	Hs.659493	NM_001206847	ENSG00000253457	SMIM18	-	small integral membrane protein 18	protein-coding
MACS_peak_7183	chrX	16635198	16636051	+	444.98	NA	NA	NA	9584	NR_039762	100616428		NR_039762	ENSG00000265144	MIR548AM	-	microRNA 548am	ncRNA
MACS_peak_5534	chr5	20501840	20502775	+	444.97	NA	NA	NA	73515	NM_001349562	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
MACS_peak_2657	chr16	68039594	68040227	+	444.56	NA	NA	NA	-5388	NR_136706	64174	Hs.372633	NM_022355	ENSG00000167261	DPEP2	MBD2	dipeptidase 2	protein-coding
MACS_peak_1660	chr12	122442604	122443192	+	444.44	NA	NA	NA	-16892	NM_020993	605	Hs.530970	NM_020993	ENSG00000110987	BCL7A	BCL7	BAF chromatin remodeling complex subunit BCL7A	protein-coding
MACS_peak_4612	chr22	23493369	23493897	+	444.28	NA	NA	NA	5969	NR_146295	9609	Hs.353024	NM_004914	ENSG00000100228	RAB36	-	RAB36, member RAS oncogene family	protein-coding
MACS_peak_1269	chr11	75502681	75503700	+	444.12	NA	NA	NA	22652	NR_144531	100506113	Hs.720913	NR_144531	ENSG00000255507	UVRAG-DT	-	UVRAG divergent transcript	ncRNA
MACS_peak_5969	chr6	44205692	44206487	+	443.32	NA	NA	NA	-7814	NM_001271970	3326	Hs.509736	NM_007355	ENSG00000096384	HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB	heat shock protein 90 alpha family class B member 1	protein-coding
MACS_peak_6494	chr7	157779744	157780336	+	443.22	NA	NA	NA	132763	NR_038966	100506585	Hs.661265	NR_038966		LOC100506585	-	uncharacterized LOC100506585	ncRNA
MACS_peak_2429	chr15	96438516	96439660	+	442.84	NA	NA	NA	231982	NR_158193	105369212		NR_158193		LOC105369212	-	uncharacterized LOC105369212	ncRNA
MACS_peak_6039	chr6	111913631	111914277	+	442.83	NA	NA	NA	13127	NM_147200	10758	Hs.561514	NM_147200	ENSG00000056972	TRAF3IP2	ACT1|C6orf2|C6orf4|C6orf5|C6orf6|CANDF8|CIKS|PSORS13	TRAF3 interacting protein 2	protein-coding
MACS_peak_7302	chrX	153718992	153719541	+	442.81	NA	NA	NA	-298	NM_001142391	8273	Hs.522826	NM_019848	ENSG00000126903	SLC10A3	DXS253E|P3	solute carrier family 10 member 3	protein-coding
MACS_peak_7068	chr9	130520864	130521506	+	442.65	NA	NA	NA	3512	NM_001142532	10044	Hs.306412	NM_005489	ENSG00000095370	SH2D3C	CHAT|NSP3|PRO34088|SHEP1	SH2 domain containing 3C	protein-coding
MACS_peak_5141	chr3	169666452	169667285	+	442.15	NA	NA	NA	17654	NR_024409	100128164	Hs.633070	NR_024409	ENSG00000239219	LOC100128164	-	four and a half LIM domains 1 pseudogene	pseudo
MACS_peak_2820	chr17	990796	991493	+	441.31	NA	NA	NA	-8911	NM_001282149	29	Hs.159306	NM_001092	ENSG00000159842	ABR	MDB	ABR activator of RhoGEF and GTPase	protein-coding
MACS_peak_825	chr10	75911002	75911813	+	440.76	NA	NA	NA	428	NM_006721	132	Hs.656586	NM_001123	ENSG00000156110	ADK	AK	adenosine kinase	protein-coding
MACS_peak_2553	chr16	17389209	17389843	+	440.56	NA	NA	NA	161165	NR_135179	102723692	Hs.737758	NR_135179	ENSG00000261448	LOC102723692	-	uncharacterized LOC102723692	ncRNA
MACS_peak_7204	chrX	37764025	37764584	+	440.29	NA	NA	NA	-57480	NM_006520	6990	Hs.446392	NM_006520	ENSG00000165169	DYNLT3	RP3|TCTE1L|TCTEX1L	dynein light chain Tctex-type 3	protein-coding
MACS_peak_4767	chr22	46773371	46774108	+	440.29	NA	NA	NA	42128	NM_001282783	55687	Hs.439524	NM_018006	ENSG00000100416	TRMU	LCAL3|MTO2|MTU1|TRMT|TRMT1	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	protein-coding
MACS_peak_4547	chr21	45615869	45616821	+	440.29	NA	NA	NA	-36600	NR_146631	105377138		NR_146631		LINC01678	-	long intergenic non-protein coding RNA 1678	ncRNA
MACS_peak_1746	chr13	28609197	28609898	+	440.24	NA	NA	NA	-46773	NM_001105577	646625	Hs.705356	NM_001105577	ENSG00000183463	URAD	PRHOXNB	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	protein-coding
MACS_peak_6443	chr7	140009712	140010671	+	439.87	NA	NA	NA	88139	NR_156491	84255	Hs.446021	NM_032295	ENSG00000157800	SLC37A3	-	solute carrier family 37 member 3	protein-coding
MACS_peak_4551	chr21	45861465	45862220	+	439.83	NA	NA	NA	13325	NR_047476	100861510	Hs.505254	NR_047476	ENSG00000229356	LRRC3-DT	LRRC3-AS1	LRRC3 divergent transcript	ncRNA
MACS_peak_4008	chr2	170060381	170060873	+	438.72	NA	NA	NA	123010	NM_001142271	10170	Hs.179608	NM_005771	ENSG00000073737	DHRS9	3-alpha-HSD|3ALPHA-HSD|RDH-E2|RDH-TBE|RDH15|RDHL|RDHTBE|RETSDR8|SDR9C4	dehydrogenase/reductase 9	protein-coding
MACS_peak_1064	chr11	3236313	3237073	+	438.57	NA	NA	NA	-2869	NR_027138	283303	Hs.151154	NM_173590	ENSG00000236301	MRGPRG-AS1	C11orf36|HSD-40	MRGPRG antisense RNA 1	ncRNA
MACS_peak_6780	chr8	129236425	129237552	+	438.56	NA	NA	NA	74626	NR_031613	100302281		NR_031613	ENSG00000221261	MIR1208	MIRN1208|hsa-mir-1208	microRNA 1208	ncRNA
MACS_peak_6437	chr7	139336028	139336518	+	437.47	NA	NA	NA	127842	NM_001080511	154790	Hs.57806	NM_001080511	ENSG00000236279	CLEC2L	-	C-type lectin domain family 2 member L	protein-coding
MACS_peak_2081	chr14	93412242	93413060	+	437.44	NA	NA	NA	23156	NM_001301690	1113	Hs.150793	NM_001275	ENSG00000100604	CHGA	CGA	chromogranin A	protein-coding
MACS_peak_1999	chr14	69412508	69413331	+	436.59	NA	NA	NA	33100	NM_001130005	87	Hs.235750	NM_001102	ENSG00000072110	ACTN1	BDPLT15	actinin alpha 1	protein-coding
MACS_peak_1347	chr11	116678942	116679722	+	435.42	NA	NA	NA	14688	NM_000482	337	Hs.1247	NM_000482	ENSG00000110244	APOA4	-	apolipoprotein A4	protein-coding
MACS_peak_3534	chr19	46696061	46696776	+	435.19	NA	NA	NA	9901	NR_135234	645553	Hs.613068	NR_135234		IGFL2-AS1	-	IGFL2 antisense RNA 1	ncRNA
MACS_peak_4934	chr3	60344056	60344499	+	435.19	NA	NA	NA	259326	NR_128708	103504735		NR_128708	ENSG00000281426	MIR548BB	MI0029321|hsa-mir-548bb	microRNA 548bb	ncRNA
MACS_peak_4328	chr20	48759111	48759815	+	434.95	NA	NA	NA	10797	NM_199129	387521	Hs.744839	NM_199129	ENSG00000240849	TMEM189	KUA	transmembrane protein 189	protein-coding
MACS_peak_2446	chr15	100748264	100749307	+	434.88	NA	NA	NA	133395	NM_139057	170691	Hs.513200	NM_139057	ENSG00000140470	ADAMTS17	WMS4	ADAM metallopeptidase with thrombospondin type 1 motif 17	protein-coding
MACS_peak_3609	chr2	10981734	10982552	+	434.74	NA	NA	NA	-4305	NM_001282705	10130	Hs.212102	NM_005742	ENSG00000143870	PDIA6	ERP5|P5|TXNDC7	protein disulfide isomerase family A member 6	protein-coding
MACS_peak_3246	chr18	51692807	51693590	+	434.61	NA	NA	NA	55584	NR_002970	677819	Hs.655869	NR_002970	ENSG00000207233	SNORA37	ACA37	small nucleolar RNA, H/ACA box 37	snoRNA
MACS_peak_2424	chr15	95790263	95790850	+	434.07	NA	NA	NA	79773	NR_034095	400456	Hs.536404	NR_034095	ENSG00000248441	LINC01197	-	long intergenic non-protein coding RNA 1197	ncRNA
MACS_peak_596	chr1	235011721	235012595	+	433.92	NA	NA	NA	87588	NR_125945	101927851	Hs.520684	NR_125945	ENSG00000238005	LOC101927851	-	uncharacterized LOC101927851	ncRNA
MACS_peak_1836	chr13	107405435	107406161	+	433.69	NA	NA	NA	99570	NR_047026	100874173	Hs.569297	NR_047026	ENSG00000230156	LINC00443	-	long intergenic non-protein coding RNA 443	ncRNA
MACS_peak_4802	chr3	8498221	8499117	+	433.49	NA	NA	NA	44675	NR_033378	100288428	Hs.651576	NR_033378	ENSG00000227110	LMCD1-AS1	-	LMCD1 antisense RNA 1	ncRNA
MACS_peak_6874	chr9	34633869	34634597	+	433.18	NA	NA	NA	3551	NM_005866	10280	Hs.522087	NM_005866	ENSG00000147955	SIGMAR1	ALS16|DSMA2|OPRS1|SIG-1R|SR-BP|SR-BP1|SRBP|hSigmaR1|sigma1R	sigma non-opioid intracellular receptor 1	protein-coding
MACS_peak_1181	chr11	65904698	65905565	+	431.71	NA	NA	NA	67388	NM_018026	55690	Hs.644326	NM_018026	ENSG00000175115	PACS1	MRD17|SHMS	phosphofurin acidic cluster sorting protein 1	protein-coding
MACS_peak_4325	chr20	48598128	48599048	+	431.40	NA	NA	NA	-929	NM_005985	6615	Hs.48029	NM_005985	ENSG00000124216	SNAI1	SLUGH2|SNA|SNAH|SNAIL|SNAIL1|dJ710H13.1	snail family transcriptional repressor 1	protein-coding
MACS_peak_6903	chr9	80211509	80212637	+	430.31	NA	NA	NA	51165	NM_004297	9630	Hs.657795	NM_004297	ENSG00000156049	GNA14	-	G protein subunit alpha 14	protein-coding
MACS_peak_372	chr1	153467240	153468293	+	430.31	NA	NA	NA	-34639	NM_002963	6278	Hs.112408	NM_002963	ENSG00000143556	S100A7	PSOR1|S100A7c	S100 calcium binding protein A7	protein-coding
MACS_peak_1191	chr11	67785762	67786609	+	429.92	NA	NA	NA	8388	NM_001290058	221	Hs.523841	NM_000694	ENSG00000006534	ALDH3B1	ALDH4|ALDH7	aldehyde dehydrogenase 3 family member B1	protein-coding
MACS_peak_2584	chr16	27374869	27375879	+	429.71	NA	NA	NA	-38121	NM_181079	50615	Hs.210546	NM_021798	ENSG00000103522	IL21R	CD360|IMD56|NILR	interleukin 21 receptor	protein-coding
MACS_peak_6026	chr6	108945009	108945691	+	429.55	NA	NA	NA	63230	NM_001455	2309	Hs.220950	NM_001455	ENSG00000118689	FOXO3	AF6q21|FKHRL1|FKHRL1P2|FOXO2|FOXO3A	forkhead box O3	protein-coding
MACS_peak_2363	chr15	75673480	75674401	+	428.94	NA	NA	NA	-12972	NM_001256494	4123	Hs.26232	NM_006715	ENSG00000140400	MAN2C1	MAN6A8|MANA|MANA1	mannosidase alpha class 2C member 1	protein-coding
MACS_peak_6042	chr6	117803627	117804267	+	428.74	NA	NA	NA	110	NR_158983	285761	Hs.658304	NM_173674	ENSG00000164465	DCBLD1	dJ94G16.1	discoidin, CUB and LCCL domain containing 1	protein-coding
MACS_peak_4448	chr21	30229923	30230802	+	428.74	NA	NA	NA	27327	NM_013240	29104	Hs.163846	NM_013240	ENSG00000156239	N6AMT1	C21orf127|HEMK2|MTQ2|N6AMT|PRED28|m.HsaHemK2P	N-6 adenine-specific DNA methyltransferase 1	protein-coding
MACS_peak_369	chr1	151827881	151828965	+	428.73	NA	NA	NA	-2235	NM_182578	284486	Hs.132648	NM_182578	ENSG00000196407	THEM5	ACOT15	thioesterase superfamily member 5	protein-coding
MACS_peak_5588	chr5	60629234	60630059	+	428.37	NA	NA	NA	1561	NM_020928	57688	Hs.744939	NM_020928	ENSG00000130449	ZSWIM6	AFND|NEDMAGA	zinc finger SWIM-type containing 6	protein-coding
MACS_peak_6181	chr7	2377765	2378716	+	428.20	NA	NA	NA	-15481	NM_001362793	8662	Hs.371001	NM_003751	ENSG00000106263	EIF3B	EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1	eukaryotic translation initiation factor 3 subunit B	protein-coding
MACS_peak_6148	chr6	167934814	167935860	+	427.24	NA	NA	NA	-50324	NR_134591	105378127	Hs.58456	NR_134591		LOC105378127	-	uncharacterized LOC105378127	ncRNA
MACS_peak_5531	chr5	19884884	19885851	+	426.57	NA	NA	NA	1014	NM_001291957	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
MACS_peak_7027	chr9	123409093	123409764	+	425.39	NA	NA	NA	-66980	NM_001272039	55755	Hs.269560	NM_018249	ENSG00000136861	CDK5RAP2	C48|Cep215|MCPH3	CDK5 regulatory subunit associated protein 2	protein-coding
MACS_peak_3109	chr17	77013485	77014042	+	425.33	NA	NA	NA	-5253	NM_153372	114897	Hs.201398	NM_030968	ENSG00000173918	C1QTNF1	CTRP1|GIP|ZSIG37	C1q and TNF related 1	protein-coding
MACS_peak_5159	chr3	183544237	183544943	+	424.18	NA	NA	NA	-1225	NM_024871	79929	Hs.478465	NM_024871	ENSG00000180834	MAP6D1	MAPO6D1|SL21	MAP6 domain containing 1	protein-coding
MACS_peak_3340	chr19	4914510	4915331	+	423.88	NA	NA	NA	4541	NM_013282	29128	Hs.108106	NM_013282	ENSG00000276043	UHRF1	ICBP90|Np95|RNF106|TDRD22|hNP95|hUHRF1|huNp95	ubiquitin like with PHD and ring finger domains 1	protein-coding
MACS_peak_4087	chr2	216830981	216831711	+	421.91	NA	NA	NA	46928	NM_018000	55686	Hs.620391	NM_018000	ENSG00000118242	MREG	DSU|WDT2	melanoregulin	protein-coding
MACS_peak_3795	chr2	86181394	86182773	+	421.50	NA	NA	NA	65680	NR_110569	101928113	Hs.625888	NR_110569		ST3GAL5-AS1	-	ST3GAL5 antisense RNA 1 (head to head)	ncRNA
MACS_peak_252	chr1	55106428	55107874	+	421.49	NA	NA	NA	-262	NR_111931	374977	Hs.412482	NM_198547	ENSG00000184313	MROH7	C1orf175|HEATR8	maestro heat like repeat family member 7	protein-coding
MACS_peak_3608	chr2	10918261	10919080	+	421.27	NA	NA	NA	34241	NM_005742	10130	Hs.212102	NM_005742	ENSG00000143870	PDIA6	ERP5|P5|TXNDC7	protein disulfide isomerase family A member 6	protein-coding
MACS_peak_3086	chr17	73544824	73546280	+	420.45	NA	NA	NA	23769	NM_001015002	3993	Hs.514477	NM_004524	ENSG00000073350	LLGL2	HGL|Hugl-2|LGL2	LLGL scribble cell polarity complex component 2	protein-coding
MACS_peak_462	chr1	184516605	184517319	+	419.66	NA	NA	NA	160799	NM_030806	81563	Hs.497159	NM_030806	ENSG00000116667	C1orf21	PIG13	chromosome 1 open reading frame 21	protein-coding
MACS_peak_4505	chr21	41692499	41693508	+	419.51	NA	NA	NA	-62007	NR_038898	100506492	Hs.667053	NR_038896	ENSG00000235123	DSCAM-AS1	M41	DSCAM antisense RNA 1	ncRNA
MACS_peak_426	chr1	177409787	177410412	+	419.32	NA	NA	NA	89377	NR_126001	102724661	Hs.146628	NR_126001		LINC01645	-	long intergenic non-protein coding RNA 1645	ncRNA
MACS_peak_3195	chr18	20427054	20427694	+	419.32	NA	NA	NA	-60574	NR_110782	101927571	Hs.335020	NR_110782	ENSG00000266850	LOC101927571	-	uncharacterized LOC101927571	ncRNA
MACS_peak_6166	chr7	921784	922679	+	419.32	NA	NA	NA	6040	NM_015949	51608	Hs.107387	NM_015949	ENSG00000239857	GET4	C7orf20|CEE|CGI-20|TRC35	guided entry of tail-anchored proteins factor 4	protein-coding
MACS_peak_3010	chr17	56032645	56033539	+	419.32	NA	NA	NA	-319	NM_001271875	404093	Hs.46679	NM_001271875	ENSG00000180891	CUEDC1	-	CUE domain containing 1	protein-coding
MACS_peak_3663	chr2	28430810	28431519	+	419.16	NA	NA	NA	-1336	NR_120504	100505736	Hs.659540	NR_120504		LOC100505736	-	uncharacterized LOC100505736	ncRNA
MACS_peak_1500	chr12	52541106	52541576	+	419.07	NA	NA	NA	44457	NM_182507	144501	Hs.140978	NM_182507	ENSG00000167767	KRT80	KB20	keratin 80	protein-coding
MACS_peak_4069	chr2	201165104	201166045	+	418.90	NA	NA	NA	-5028	NM_015535	26010	Hs.120323	NM_015535	ENSG00000196141	SPATS2L	DNAPTP6|SGNP	spermatogenesis associated serine rich 2 like	protein-coding
MACS_peak_6140	chr6	165462763	165463251	+	418.45	NA	NA	NA	-227455	NR_131926	105378111		NR_131926		MEAT6	-	melanoma-associated transcript 6	ncRNA
MACS_peak_6176	chr7	1975731	1977028	+	418.42	NA	NA	NA	3828	NM_001304525	8379	Hs.654838	NM_003550	ENSG00000002822	MAD1L1	MAD1|PIG9|TP53I9|TXBP181	mitotic arrest deficient 1 like 1	protein-coding
MACS_peak_6028	chr6	109005942	109006616	+	418.27	NA	NA	NA	-66578	NR_033376	387111	Hs.520310	NR_033376	ENSG00000203801	LINC00222	C6orf181|NCRNA00222|dJ354J5.2	long intergenic non-protein coding RNA 222	ncRNA
MACS_peak_2868	chr17	18893264	18893998	+	418.17	NA	NA	NA	14446	NM_001039999	644815	Hs.710727	NM_001039999	ENSG00000188522	FAM83G	PAWS1	family with sequence similarity 83 member G	protein-coding
MACS_peak_2025	chr14	75725021	75726065	+	418.10	NA	NA	NA	-19988	NM_005252	2353	Hs.25647	NM_005252	ENSG00000170345	FOS	AP-1|C-FOS|p55	Fos proto-oncogene, AP-1 transcription factor subunit	protein-coding
MACS_peak_2923	chr17	38707972	38709257	+	417.78	NA	NA	NA	8032	NM_001301718	1236	Hs.370036	NM_001838	ENSG00000126353	CCR7	BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1	C-C motif chemokine receptor 7	protein-coding
MACS_peak_1024	chr10	134078964	134079735	+	417.66	NA	NA	NA	-16737	NR_134911	282974	Hs.469002	NM_173575	ENSG00000165752	STK32C	PKE|YANK3	serine/threonine kinase 32C	protein-coding
